town,source_kind,topic,term,meeting_date,meeting_body,item_title,url,start_seconds,context
Brookfield,transcript,alpr,alpr_flock,2026-03-18,Board of Finance,2026-03-18 Board of Finance Special Meeting,https://www.youtube.com/watch?v=X7fcl0AseAk&t=3476s,3476,"set forth in the ALPR model policy. And for just quick for anyone who's listening, ALPR going forward is automatic license plate reader. So I'm just gonna So you go through the whole"
Brookfield,transcript,alpr,alpr_flock,2026-03-18,Board of Finance,2026-03-18 Board of Finance Special Meeting,https://www.youtube.com/watch?v=X7fcl0AseAk&t=3479s,3479,"for just quick for anyone who's listening, ALPR going forward is automatic license plate reader. So I'm just gonna So you go through the whole policy and there's an administrator that"
Brookfield,transcript,alpr,alpr_flock,2026-03-18,Board of Finance,2026-03-18 Board of Finance Special Meeting,https://www.youtube.com/watch?v=X7fcl0AseAk&t=3637s,3637,"requirements and saying hey these are the things we're going to request to get our data that not flock manages but Brookfield police manages. So, if we're able to do our own mutual operating"
Brookfield,transcript,alpr,alpr_flock,2026-03-18,Board of Finance,2026-03-18 Board of Finance Special Meeting,https://www.youtube.com/watch?v=X7fcl0AseAk&t=3784s,3784,>> Still fluid. Here's there is no way right now this data is the town's data. It is kept on flock servers. It is they somebody a rogue actor somewhere sends us a request that has the four pieces of
Brookfield,transcript,alpr,alpr_flock,2023-04-03,Zoning Board of Appeals,2023-04-03 Zoning Board of Appeals,https://www.youtube.com/watch?v=P-27eOyjuYw&t=3885s,3885,uh former owner and director of the Ada um she writes in support of Samantha flock flock look sorry and the Academy of Arts and the collaboration with St Joseph's Church
Brookfield,transcript,alpr,alpr_flock,2023-03-06,Zoning Board of Appeals,2023-03-06 Zoning Board of Appeals,https://www.youtube.com/watch?v=Zzw8ys9TROY&t=243s,243,View Drive in Brookfield um it was brought to attention that Justin flock um it was bartaid attention that when we went into
Brookfield,transcript,body_camera,body_camera,2026-03-17,Board of Finance,2026-03-17 Board of Finance Special Meeting,https://www.youtube.com/watch?v=NiwFqoeZDZw&t=5318s,5318,">> Okay. Good. >> Because we agree on cyber security, the body cam, >> the body cam and the we all agreed on proactive. They're all proactive"
Brookfield,transcript,body_camera,body_camera,2026-03-17,Board of Finance,2026-03-17 Board of Finance Special Meeting,https://www.youtube.com/watch?v=NiwFqoeZDZw&t=5318s,5318,">> Because we agree on cyber security, the body cam, >> the body cam and the we all agreed on proactive. They're all proactive preventative."
Brookfield,transcript,body_camera,body_camera,2026-03-17,Board of Finance,2026-03-17 Board of Finance Special Meeting,https://www.youtube.com/watch?v=NiwFqoeZDZw&t=7372s,7372,"30,000. >> What's 18,000? >> The body cam. The body cam. Yeah, >> that's the oneear price for the body cam is 6,700."
Brookfield,transcript,body_camera,body_camera,2026-03-17,Board of Finance,2026-03-17 Board of Finance Special Meeting,https://www.youtube.com/watch?v=NiwFqoeZDZw&t=7375s,7375,">> What's 18,000? >> The body cam. The body cam. Yeah, >> that's the oneear price for the body cam is 6,700. >> The body cam was already in though"
Brookfield,transcript,body_camera,body_camera,2026-03-17,Board of Finance,2026-03-17 Board of Finance Special Meeting,https://www.youtube.com/watch?v=NiwFqoeZDZw&t=7379s,7379,">> that's the oneear price for the body cam is 6,700. >> The body cam was already in though >> because it's an operating expense. >> The body cam was already in."
Brookfield,transcript,body_camera,body_camera,2026-03-17,Board of Finance,2026-03-17 Board of Finance Special Meeting,https://www.youtube.com/watch?v=NiwFqoeZDZw&t=7383s,7383,">> The body cam was already in though >> because it's an operating expense. >> The body cam was already in. >> It's not in our No, I think it's >> we already agreed the little one we've"
Brookfield,transcript,body_camera,body_camera,2026-03-10,Board of Finance,2026-03-10 Board of Finance Special Meeting,https://www.youtube.com/watch?v=MLNWJpQpK_Q&t=702s,702,">> The the person we have working part-time is is really really good. >> The spire marshal with the body cam. >> Yeah, they would help that. Is that also going to need it support that?"
Brookfield,transcript,body_camera,body_camera,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=271s,271,"checking this. If I go into your apartment, does your neighbor have the right to request that body cam footage? I don't think so. >> Not in Not in a residential."
Brookfield,transcript,body_camera,body_camera,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=659s,659,"When you go to do that next annual inspection, you've got the next year's body cam video. You don't but everything complies you can get rid of the year before is"
Brookfield,transcript,body_camera,body_camera,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=5814s,5814,"are walking to people's apartments, right? >> You are putting a body cam on. We want to have those policies and procedures locked down. Who can see them? Can"
Brookfield,transcript,body_camera,body_camera,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=5827s,5827,">> while we're deliberating, can he just call like New Milford who I know the fire marshall has the body cam and get a copy? He has >> done that and there new me's comfortable"
Brookfield,transcript,body_camera,body_camera,2024-09-03,Board of Selectmen,2024-09-03 Board of Selectmen Meeting,https://www.youtube.com/watch?v=3t0SoB2jrgA&t=2996s,2996,amount of work that they have to do primarily because of the foyer request for uh body cam video it takes about an hour and a half to uh redact and edit every single half an hour of body cam
Brookfield,transcript,body_camera,body_camera,2024-09-03,Board of Selectmen,2024-09-03 Board of Selectmen Meeting,https://www.youtube.com/watch?v=3t0SoB2jrgA&t=3004s,3004,for uh body cam video it takes about an hour and a half to uh redact and edit every single half an hour of body cam video three or four police officers can show up at any one incident it is
Brookfield,transcript,body_camera,body_camera,2024-07-01,Board of Selectmen,2024-07-01 Board of Selectmen Meeting,https://www.youtube.com/watch?v=SWlqLs0ZnyQ&t=3378s,3378,of it you send it to them now most foi requests include body cam video the effort to uh redact body cam video video is much more arduous and
Brookfield,transcript,body_camera,body_camera,2024-07-01,Board of Selectmen,2024-07-01 Board of Selectmen Meeting,https://www.youtube.com/watch?v=SWlqLs0ZnyQ&t=3381s,3381,requests include body cam video the effort to uh redact body cam video video is much more arduous and takes longer than it is to go on a piece
Brookfield,transcript,body_camera,body_camera,2022-04-13,Board of Finance,2022-04-13 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=jsELfrJZgE0&t=4369s,4369,i can't imagine it would be a much and it's you know not like a daily use it's not body cam data or anything like that um so i imagine it's minimal it's just a question that i think we didn't
Brookfield,transcript,doorbell_partnership,doorbell_partnership,2023-10-12,Zoning Commission,2023-10-12 Zoning Commission Meeting,https://www.youtube.com/watch?v=ICgnNm4z4z0&t=430s,430,the property um numerous amounts of material were brought in um I spoke to the resident through a ring doorbell I indicated to them that they needed to cease and assist all operations uh they
Brookfield,transcript,doorbell_partnership,doorbell_partnership,2020-10-22,Zoning Commission,2020-10-22 Zoning Commission Meeting,https://www.youtube.com/watch?v=f_hajm_MfG8&t=488s,488,line i got a complaint from the neighbor i went out there um knocked on the door she's got the ring doorbell i know she's seeing me there i rang the doorbell put my card in the door and a
Brookfield,transcript,doorbell_partnership,doorbell_partnership,2020-10-08,Zoning Commission,2020-10-08 Zoning Commission Meeting,https://www.youtube.com/watch?v=OXx0Ft58biI&t=300s,300,from the smell and stuff i did go out there i knocked in the door they had the ring doorbell i rang the doorbell put a red tag on the door took a picture of it then i sent a notif notice a violation
Brookfield,transcript,drone,drone,2026-06-25,Planning and Zoning Commission,2026-06-25 Planning and Zoning Commission Meeting,https://www.youtube.com/watch?v=s4JglDCgcC8&t=1845s,1845,"you're not above a certain, you know, noise sound pressure level, but the drone could, you know, drive someone crazy, I think. >> Um"
Brookfield,transcript,drone,drone,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=3156s,3156,">> Yes. Um, and there was an increase with Pix 4D. >> Was that the software? Was it drone? >> That's the drone mapping software, but that's been We've haven't not increase."
Brookfield,transcript,drone,drone,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=3156s,3156,"Pix 4D. >> Was that the software? Was it drone? >> That's the drone mapping software, but that's been We've haven't not increase. We haven't had that."
Brookfield,transcript,drone,drone,2026-03-09,Board of Finance,2026-03-09 Board of Finance Special Meeting,https://www.youtube.com/watch?v=r-7WAerSf3E&t=3171s,3171,">> Yeah. It's never funded. >> It's been Come on, we can try [laughter] it. We need the drone's getting old, but someday we'll have the software. Okay. So, we we we're adding the"
Brookfield,transcript,drone,drone,2025-12-08,Inland Wetlands Commission,2025-12-08 Inland Wetlands Commission Meeting,https://www.youtube.com/watch?v=ttMujcKl0WA&t=1246s,1246,">> Okay. Okay. >> So, I can't really do much, but I put on a drone just >> What's this distance here between the chicken coupe and the wetlands?"
Brookfield,transcript,drone,drone,2024-09-12,Zoning Commission,2024-09-12 Zoning Commission Public Hearing,https://www.youtube.com/watch?v=5yT011xemBc&t=9078s,9078,cars knowing if we do reach 14 cars we be reported to the town with accompany barial drone photos and pictures as Commander I bring coffee and donuts to our meetings along with brief days
Brookfield,transcript,drone,drone,2024-09-12,Zoning Commission,2024-09-12 Zoning Commission Public Hearing,https://www.youtube.com/watch?v=5yT011xemBc&t=9841s,9841,respectfully suggest the answer may not be found outside of a window or in a security camera or in a drone flown overhead but rather look in the mirror I know we can be great neighbors
Brookfield,transcript,drone,drone,2024-09-09,Inland Wetlands Commission,2024-09-09 Inland Wetlands Commission,https://www.youtube.com/watch?v=vXrbssk8P70&t=7382s,7382,to support that the the 2019 picture shows you where the stream used to be I then have a drone photo from this month showing where the new stream location which which are these pictures you're
Brookfield,transcript,drone,drone,2024-09-09,Inland Wetlands Commission,2024-09-09 Inland Wetlands Commission,https://www.youtube.com/watch?v=vXrbssk8P70&t=8551s,8551,for me to share information on what the current conditions are if I had a photo I have I have photos I have Drone footage do you have a picture of here looking this way to your pile of rocks I
Brookfield,transcript,drone,drone,2024-09-09,Inland Wetlands Commission,2024-09-09 Inland Wetlands Commission,https://www.youtube.com/watch?v=vXrbssk8P70&t=8846s,8846,in and out but they did move some of those themselves if you don't mind I do have the the drone images um so I don't know how many so this may be that picture that's in our
Brookfield,transcript,drone,drone,2024-09-09,Inland Wetlands Commission,2024-09-09 Inland Wetlands Commission,https://www.youtube.com/watch?v=vXrbssk8P70&t=8938s,8938,know uh this doesn't show that much uh there is a video on here this is a drone picture of the deposited material again it's it would be worth looking
Brookfield,transcript,drone,drone,2024-03-07,Board of Finance,2024-03-07 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=0HKdBLOnkOs&t=3220s,3220,sure if you want to just go through those Qui and make it bigger so don't the uh the Drone was a uh I'll let I talked about that oh it's uh just to add another drone it's um not not an
Brookfield,transcript,drone,drone,2024-03-07,Board of Finance,2024-03-07 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=0HKdBLOnkOs&t=3228s,3228,the uh the Drone was a uh I'll let I talked about that oh it's uh just to add another drone it's um not not an inexpensive one as you can see but uh certainly not the most expensive um but
Brookfield,transcript,drone,drone,2024-03-07,Board of Finance,2024-03-07 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=0HKdBLOnkOs&t=3321s,3321,"support what was 5, 5,000 so it's not expensive well it's 5,000 for the Drone it's 5,000 for the software right $500 28 29,000 for everything you want right 23 635 and 5"
Brookfield,transcript,drone,drone,2023-07-10,Zoning Board of Appeals,2023-07-10 Zoning Board of Appeals,https://www.youtube.com/watch?v=9NOIRUQeJ2A&t=771s,771,look in the photo number one number one this quota was taken these photos were taken by a drone through with the Drone and he photoshopped in
Brookfield,transcript,drone,drone,2023-07-10,Zoning Board of Appeals,2023-07-10 Zoning Board of Appeals,https://www.youtube.com/watch?v=9NOIRUQeJ2A&t=774s,774,number one this quota was taken these photos were taken by a drone through with the Drone and he photoshopped in the area where that shed would sit in
Brookfield,transcript,drone,drone,2023-04-13,Zoning Commission,2023-04-13 Zoning Commission Meeting,https://www.youtube.com/watch?v=LttuotavKVY&t=782s,782,people if he's not taking your photo there's a drone flying over your head and it's going to be hovering over you until you're so uncomfortable that you're
Brookfield,transcript,drone,drone,2023-04-13,Zoning Commission,2023-04-13 Zoning Commission Meeting,https://www.youtube.com/watch?v=LttuotavKVY&t=3230s,3230,event is a member reserving the club for a party or picnic or a anniversary the last I think we have drone pictures actually of uh you saw you saw those drone
Brookfield,transcript,drone,drone,2023-04-13,Zoning Commission,2023-04-13 Zoning Commission Meeting,https://www.youtube.com/watch?v=LttuotavKVY&t=3233s,3233,the last I think we have drone pictures actually of uh you saw you saw those drone pictures that was our 120th anniversary last September
Brookfield,transcript,drone,drone,2023-03-15,Board of Finance,2023-03-15 Board of Finance Meeting,https://www.youtube.com/watch?v=R5KLIcz14pA&t=965s,965,000. uh and then we put the we took I thought we took that drone out no we didn't okay there was a request for the dive team for 2700 for the Drone
Brookfield,transcript,drone,drone,2023-03-15,Board of Finance,2023-03-15 Board of Finance Meeting,https://www.youtube.com/watch?v=R5KLIcz14pA&t=967s,967,we took I thought we took that drone out no we didn't okay there was a request for the dive team for 2700 for the Drone an underwater drone chairs and some other equipment so that's like a
Brookfield,transcript,drone,drone,2023-03-15,Board of Finance,2023-03-15 Board of Finance Meeting,https://www.youtube.com/watch?v=R5KLIcz14pA&t=971s,971,no we didn't okay there was a request for the dive team for 2700 for the Drone an underwater drone chairs and some other equipment so that's like a one-time purchase yeah 700 what other
Brookfield,transcript,drone,drone,2023-03-09,Zoning Commission,2023-03-09 Zoning Commission Meeting,https://www.youtube.com/watch?v=IRN6_qNKUps&t=3567s,3567,um they're not parking on social property they don't accept drone photos none of that is correct because that was clarified to me this week by Ms hodza
Brookfield,transcript,drone,drone,2022-09-26,Inland Wetlands Commission,2022-09-26 Inland Wetlands Commission Meeting,https://www.youtube.com/watch?v=pjgX1w0vhwk&t=194s,194,so we went over the site and I have some sign photographs because apparently Mr lucera is somewhat of a drone um Enthusiast so while we were there in fact you can see me and McCauley right
Brookfield,transcript,drone,drone,2022-09-26,Inland Wetlands Commission,2022-09-26 Inland Wetlands Commission Meeting,https://www.youtube.com/watch?v=pjgX1w0vhwk&t=3869s,3869,overall this was prior to actually this is a drone shot I took it recently so I took that shot in April yeah okay but current this year yeah so you can
Brookfield,transcript,drone,drone,2022-08-25,Zoning Commission,2022-08-25 Zoning Commission Meeting,https://www.youtube.com/watch?v=pmGg2Kkk8Hc&t=3153s,3153,twenty five percent with the total impervious area would be 25 and allowed in this drone is 75 so we're way under that also what i've done
Brookfield,transcript,drone,drone,2022-05-23,Board of Finance,2022-05-23 Board of Finance Special Meeting,https://www.youtube.com/watch?v=ii3diG6oESA&t=1334s,1334,so then our next item is old business the police department outside services drone request um
Brookfield,transcript,drone,drone,2022-05-23,Board of Finance,2022-05-23 Board of Finance Special Meeting,https://www.youtube.com/watch?v=ii3diG6oESA&t=1457s,1457,drones and other associated software and equipment to inaugurate the uas program within the police department do i have a second a second okay
Brookfield,transcript,drone,drone,2022-04-13,Board of Finance,2022-04-13 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=jsELfrJZgE0&t=4204s,4204,uh yeah exactly all right on to the uh transfer request so the pd drone request so i'll make a motion that the board of finance approved the
Brookfield,transcript,drone,drone,2022-04-13,Board of Finance,2022-04-13 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=jsELfrJZgE0&t=4223s,4223,of the drones and other associated software and equipment to inaugurate the uas program within the police department as outlined in the memo dated january 5th 2022. do i have a second second okay
Brookfield,transcript,drone,drone,2022-04-13,Board of Finance,2022-04-13 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=jsELfrJZgE0&t=4257s,4257,at this stage i don't know if the answers to the recurring cost on the drone is because all right
Brookfield,transcript,drone,drone,2022-03-14,Board of Finance,2022-03-14 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=WQ-UnQO0hwg&t=3231s,3231,before that that um um we did one last month for drone 17 240 000 um plus any profits from this year and i
Brookfield,transcript,drone,drone,2022-03-14,Board of Finance,2022-03-14 Board of Finance Budget Meeting,https://www.youtube.com/watch?v=WQ-UnQO0hwg&t=4125s,4125,it's your comfort zone because then you're then your hands are tied if you come to us like for another drone we don't have anywhere to go so this ties your hands a little bit to the point of
Brookfield,transcript,drone,drone,2022-03-03,Board of Finance,2022-03-03 Board of Finance Meeting,https://www.youtube.com/watch?v=AW1CcljFvQs&t=6764s,6764,okay so then that leads us to the high school um the high school drone so paving in concrete has 150 000 in it i know that throughout the schools we've
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=99s,99,thank you uh you got a request in front of you tonight for uh from the police department for uh drone surveillance i think it's a great idea um i just want to make you aware of the fact that there
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=5482s,5482,old business there's none okay we are on to the police drone right now uh the board of selectmen approved this at
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=5600s,5600,services funds for the purchase of drones and other associated software and equipment to inaugurate the uas program within the police department as outlined in the memo dated january 5th
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=5639s,5639,five six figure five figures and and and i know i know that you know drone i mean drone pilots for instance there's full-time drum but i don't think we would need that but but what what's
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=6741s,6741,an faa license that has to be uh acquired by whoever's going to operate the drone but i think your biggest concern should be
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=6745s,6745,but i think your biggest concern should be in the event that that drone malfunctions and hits a car or goes through a window
Brookfield,transcript,drone,drone,2022-02-09,Board of Finance,2022-02-09 Board of Finance Meeting,https://www.youtube.com/watch?v=-G_-50rvfCs&t=6763s,6763,you know these things the faa licenses obviously because they don't want the drone flying in airspace where there's aircraft they also have you know limitations on
Brookfield,transcript,drone,drone,2022-02-07,Board of Selectmen,2022-02-07 Board of Selectmen Meeting,https://www.youtube.com/watch?v=htXAPkYKFXg&t=5321s,5321,for the purchase of the drones and the other associated software and equipment to inaugurate the uas program within our brookfield police department oh second that
Brookfield,transcript,drone,drone,2022-02-07,Board of Selectmen,2022-02-07 Board of Selectmen Meeting,https://www.youtube.com/watch?v=htXAPkYKFXg&t=6218s,6218,the drones um it sounds to me like drone surveillance is being approved for brookfield citizens so i would hope that there would be some additional
Brookfield,transcript,predictive_policing,predictive_policing,2023-06-26,Inland Wetlands Commission,2023-06-26 Inland Wetlands Commission Meeting,https://www.youtube.com/watch?v=wGDQWuY1K7E&t=918s,918,that's that's the boundary line yeah that was a 1927 before 49 1927 Foundry line yeah and they call it the project boundary yeah that was the reason I was concerned about exactly
Brookfield,transcript,surveillance_general,surveillance_general,2025-08-04,Board of Selectmen,2025-08-04 Board of Selectmen Meeting,https://www.youtube.com/watch?v=Id7r3q9BX7E&t=4995s,4995,security of the ballot box is the responsibility of the town clerk and there is one surveillance camera on the ballot box 24 hours per day. This this whole section is kind of
Brookfield,transcript,surveillance_general,surveillance_general,2025-08-04,Board of Selectmen,2025-08-04 Board of Selectmen Meeting,https://www.youtube.com/watch?v=Id7r3q9BX7E&t=5054s,5054,>> it's the town clerks. Then why are we talking about absentee ballots and the one surveillance camera on the ballot box 24 hours per day? We don't have a camera on that box 24 hours a day.
Brooklyn,agenda,surveillance_general,surveillance_general,2026-04-29,,Water Pollution Control Authority Minutes - 2026-04-29,https://www.brooklynct.gov/AgendaCenter/ViewFile/Minutes/_04292026-4193,,"l) presented the Town of Brooklyn Inflow & Infiltration (I&I) Memorandum. He explained that the report builds upon prior studies conducted between 2012 and 2017, including facility plans, CCTV inspections, and capacity analyses. Many of the previously identified defects and recommendations were not "
Canaan,transcript,drone,drone,2026-04-23,Planning & Zoning Commission,Planning & Zoning 4.23.26 Town of Canaan/Falls Village,https://www.youtube.com/watch?v=F9Y_XICnIQg&t=4107s,4107,">> Yeah. Anybody else have discussion on those two points, affordability and drone units? Anybody have any comment on the rest of the changes as presented to you tonight?"
Canaan,transcript,drone,drone,2024-12-17,Planning & Zoning Commission,Town of Canaan/Falls Village P&Z meeting 12 17 24,https://www.youtube.com/watch?v=ikIh4sGdlrU&t=4132s,4132,planet and I didn't see any drones so I think we're you were the Drone person I was wondering if the government was aware oh yeah so you could look at the face of
Canaan,transcript,surveillance_general,surveillance_general,2025-08-11,Board of Selectmen,Selectmen and Finance Meeting - 8.11.25. Town of Canaan/Falls Village,https://www.youtube.com/watch?v=hD7CrVeggRg&t=3338s,3338,"finance recommend to town meeting up to $9,000 for the purpose of CCTV cameras over the ballot box from the front and back of town hall to come from the 107108 Main"
Canaan,transcript,surveillance_general,surveillance_general,2025-08-11,Board of Selectmen,Selectmen and Finance Meeting - 8.11.25. Town of Canaan/Falls Village,https://www.youtube.com/watch?v=hD7CrVeggRg&t=3871s,3871,Tim Mezer will fill her position and Kathy Clark will fill position the uh CCTV uh we'll talk about a little bit later at length I would I think under a new
Canaan,transcript,surveillance_general,surveillance_general,2025-06-06,Board of Finance,Board of Finance Special Meeting 6.6.25,https://www.youtube.com/watch?v=CgjfALNH-uo&t=701s,701,uh the upgrade for my computer because I'm in that cycle right now. Can we have to look at a CCTV camera to monitor our ballot files? Is that coming out of a reserve or is
Canterbury,transcript,drone,drone,2026-03-17,Board of Selectmen,Board of Selectmen 03/17/26,https://www.youtube.com/watch?v=mfhjbqC6mJw&t=706s,706,"up there. I think that um you know, it behooves us to take a look at this is a drone. Uh anecdotally, I'm not going to provide dates cuz I don't remember them all, but in the time I've"
Canterbury,transcript,drone,drone,2023-09-13,Board of Education,Board of Education 09//12/23,https://www.youtube.com/watch?v=Qfy5MVEQ1Ow&t=107s,107,together about the high school there's a video about our AG program there's a video in there about our drone program which we started there's another video that is our barn and our animals and we
Canterbury,transcript,drone,drone,2023-09-13,Board of Education,Board of Education 09//12/23,https://www.youtube.com/watch?v=Qfy5MVEQ1Ow&t=713s,713,outside new course offerings there you see the Drone pilot that is so cool you know you you you get a drone certification and we had a kid who um is
Canterbury,transcript,drone,drone,2023-09-13,Board of Education,Board of Education 09//12/23,https://www.youtube.com/watch?v=Qfy5MVEQ1Ow&t=715s,715,new course offerings there you see the Drone pilot that is so cool you know you you you get a drone certification and we had a kid who um is that's his job that's like his business
Canterbury,transcript,drone,drone,2023-09-13,Board of Education,Board of Education 09//12/23,https://www.youtube.com/watch?v=Qfy5MVEQ1Ow&t=723s,723,certification and we had a kid who um is that's his job that's like his business now he has a he has a drone he he works with real estate agents you know showcasing their land using the the
Canton,agenda,surveillance_general,surveillance_general,2026-06-01,,Water Pollution Control Authority Minutes - 2026-06-01,https://www.townofcantonct.gov/AgendaCenter/ViewFile/Minutes/_06012026-594,,ed 3.59 inches. Sandfilter #1 Vacuum Pump was replaced. The spare sandfilter pump is out for rebuild. Check valves at Town Bridge Pump Station were cleared of rag accumulation. Avon was CCTV’ing their sewer lines and reported a blockage between the Canton Secret Lake Flow Meter Station and the Avon 
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=1942s,1942,and whether to impose fines within the limits established by state law. But flock cameras are different. They are automated license plate readers used as investigative tools. They record plate
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=1944s,1944,limits established by state law. But flock cameras are different. They are automated license plate readers used as investigative tools. They record plate and vehicle information so that police
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=1990s,1990,the legislature pack passed public act 2614 to establish statewide protections governing automated license plate reader data. This is different than national. Connecticut has put together um a series
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2093s,2093,"final step. I do have handouts if anyone is interested to see the difference between flock cameras, traffic enforcement cameras, and highlights what we have passed. I promise you my speech"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2277s,2277,"numerous car breakins and vehicle thefts. Um [clears throat] so when when flock started to be questioned uh a year or so later, this council took"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2292s,2292,it upon themselves to bring in Chief Jordaner and have a discussion regarding the flock cameras and received answers to all of our questions to uh at least give us the ability to sufficiently be
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2510s,2510,"infrastructure to name a few. Across the country, law enforcement agencies are ditching flock over the exact concerns. Even within our own state, Windsor, Killingworth, and I believe Old Sabbrook"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2648s,2648,"public discourse. This includes broader public education on the differences between the flock system and basic license plate reading cameras, closed circuit television, and similar."
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2660s,2660,"Most importantly, the transparency portal appears to be hosted and provided by Flock, not an independent party with oversight. The data appears to be merely theater and not overly instructive or"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=2735s,2735,"the most American of all virtues. As such, I support the indefinite and immediate suspension of the flock safety program in Cheshure and related future surveillance technology until further"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=3083s,3083,those. Um I'll just uh add sort of two more things I think which is one as much as regulation in this state of flock data is worthwhile and very much welcomed I think um regulating
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=3261s,3261,counties and towns across the country that are cancelling their partnerships with Flock. We should do the same. You see the public outcry. It's all across the nation and it's getting worse and
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=3410s,3410,"also, hello members of the public. I'm here to echo as well the outcry and vehement opposition to the flock cameras. Uh written down, I had the same facts that other people have cited where"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=3476s,3476,"to take one, you don't get the other. But what I'd also like to present is documentation from flock themselves to members of city councils on how to speak about public safety technology. This is"
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=3488s,3488,about public safety technology. This is you. So you you can find this this is made by flock and this is how town councils can talk to the public about flock. I'd like to cite specifically in
Cheshire,transcript,alpr,alpr_flock,2026-08-04,Town Council,Town Council 8-4-26,https://www.youtube.com/watch?v=UoAZWMEHtXA&t=3494s,3494,made by flock and this is how town councils can talk to the public about flock. I'd like to cite specifically in chapter 2 which is titled moving the conversation from surveillance to
